messageId,camId,timestamp,latitude,longitude,heading,speed,acceleration
2,0,323,45.0532,7.65787,270,1.23,3.9
2,0,523,45.0532,7.65787,270,1.95,3.8
2,0,723,45.0532,7.65786,270,2.64,3.4
2,0,923,45.0532,7.65785,270,3.29,3
2,0,1123,45.0532,7.65784,270,3.9,3.1
2,0,1323,45.0532,7.65783,270,4.52,3.7
2,0,1523,45.0532,7.65782,270,5.2,3.5
2,0,1723,45.0532,7.65781,270,5.8,3.9
2,0,1923,45.0532,7.65779,270,6.42,3
2,0,2123,45.0532,7.65777,270,7.02,2.9
2,0,2323,45.0532,7.65776,270,7.66,2.3
2,0,2523,45.0532,7.65774,270,8.29,2
2,0,2723,45.0532,7.65771,270,8.88,3.8
2,0,2923,45.0532,7.65769,270,9.48,3.6
2,0,3123,45.0532,7.65767,270,10.09,2
2,0,3323,45.0532,7.65764,270,10.71,3.5
2,0,3523,45.0532,7.65761,270,11.3,2.2
2,0,3723,45.0532,7.65758,270,11.91,3.1
2,0,3923,45.0532,7.65755,270,12.54,2.4
2,0,4123,45.0532,7.65752,270,13.12,2.1
2,0,4323,45.0532,7.65749,270,13.72,3.6
2,0,4523,45.0532,7.65745,270,14.38,3.3
2,0,4723,45.0532,7.65742,270,14.98,3.2
2,0,4923,45.0532,7.65738,270,15.62,2.5
2,0,5123,45.0532,7.65734,270,16.21,3.2
2,0,5323,45.0532,7.6573,270,16.8,2.2
2,0,5523,45.0532,7.65725,270,17.4,3.9
2,0,5723,45.0532,7.65721,270,18,3.7
2,0,5923,45.0532,7.65716,270,18.62,3.5
2,0,6123,45.0532,7.65712,270,19.22,2.1
2,0,6323,45.0532,7.65707,270,19.81,3.1
2,0,6523,45.0532,7.65702,270,20.43,2.7
2,0,6723,45.0532,7.65696,270,20.81,0.2
2,0,6923,45.0532,7.65691,270,20.81,0
2,0,7123,45.0532,7.65686,270,20.82,0.1
2,0,7323,45.0532,7.65681,270,20.82,0.1
2,0,7523,45.0532,7.65676,270,20.81,-0.3
2,0,7723,45.0532,7.6567,270,20.81,-1.1
2,0,7923,45.0532,7.65665,270,20.81,0.1
2,0,8123,45.0532,7.6566,270,20.81,-0.4
2,0,8323,45.0532,7.65655,270,20.82,0.8
2,5,8447,45.0531,7.65592,90,13.88,0.2
2,0,8523,45.0532,7.65649,270,20.81,0.6
2,0,8723,45.0532,7.65644,270,20.81,0.8
2,5,8747,45.0531,7.65597,90,13.87,-1.6
2,0,8923,45.0532,7.65639,270,20.81,-0.8
2,5,9047,45.0531,7.65602,90,13.87,-1.1
2,0,9123,45.0532,7.65634,270,20.82,0.2
2,0,9323,45.0532,7.65629,270,20.82,-0.1
2,5,9347,45.0531,7.65607,90,13.87,-0.5
2,0,9523,45.0532,7.65623,270,20.82,1.6
2,5,9647,45.0531,7.65613,90,13.87,0.2
2,0,9723,45.0532,7.65618,270,20.81,0.1
2,0,9923,45.0532,7.65613,270,20.81,-0.8
2,5,9947,45.0531,7.65618,90,13.88,0.3
2,0,10123,45.0532,7.65608,270,20.81,0.5
2,5,10247,45.0531,7.65623,90,13.88,-0.8
2,0,10323,45.0532,7.65603,270,20.81,-0.8
2,0,10523,45.0532,7.65597,270,20.81,-0.1
2,5,10547,45.0531,7.65628,90,13.87,-0.4
2,0,10723,45.0532,7.65592,270,20.82,-0.8
2,5,10847,45.0531,7.65634,90,13.87,-0.7
2,0,10923,45.0532,7.65587,270,20.81,-0.3
2,0,11123,45.0532,7.65582,270,20.81,0
2,5,11147,45.0531,7.65639,90,13.88,1.6
2,0,11323,45.0532,7.65577,270,20.81,0.6
2,5,11447,45.0531,7.65644,90,13.88,0.6
2,0,11523,45.0532,7.65571,270,20.82,0.4
2,5,11747,45.0531,7.65649,90,13.88,1.7
2,5,12047,45.0531,7.65654,90,13.88,-0.8
2,5,12347,45.0531,7.6566,90,13.87,-0.6
2,5,12647,45.0531,7.65665,90,13.87,0.1
2,5,12947,45.0531,7.6567,90,13.88,-0.1
2,5,13247,45.0531,7.65675,90,13.88,-0.9
2,5,13547,45.0531,7.6568,90,13.88,0.3
2,6,13599,45.0522,7.65508,90,15.26,0
2,5,13847,45.0531,7.65686,90,13.88,-0.1
2,6,13899,45.0522,7.65514,90,15.25,-0.2
2,5,14147,45.0531,7.65691,90,13.87,0.3
2,6,14199,45.0522,7.65519,90,15.26,0.3
2,5,14447,45.0531,7.65696,90,13.88,0
2,6,14499,45.0522,7.65525,90,15.26,1.3
2,5,14747,45.0531,7.65701,90,13.87,-0.1
2,6,14799,45.0522,7.65531,90,15.25,-0.3
2,5,15047,45.0531,7.65706,90,13.87,0.1
2,6,15099,45.0522,7.65537,90,15.25,0
2,5,15347,45.0531,7.65712,90,13.87,-1.1
2,6,15399,45.0522,7.65542,90,15.25,0.7
2,5,15647,45.0531,7.65717,90,13.88,1.2
2,6,15699,45.0522,7.65548,90,15.26,0.5
2,5,15947,45.0531,7.65722,90,13.87,-1.1
2,6,15999,45.0522,7.65554,90,15.26,1
2,5,16247,45.0531,7.65727,90,13.88,0.2
2,6,16299,45.0522,7.6556,90,15.26,0.9
2,2,16350,45.0522,7.65488,107.8,8.32,1.3
2,5,16547,45.0531,7.65733,90,13.88,0.9
2,2,16550,45.0522,7.6549,102.7,8.32,-0.5
2,6,16599,45.0522,7.65565,90,15.25,-0.6
2,2,16750,45.0522,7.65492,90,8.32,0
2,5,16847,45.0531,7.65738,90,13.88,1
2,6,16899,45.0522,7.65571,90,15.26,1
2,2,16950,45.0522,7.65494,90,8.32,0
2,3,17080,45.0531,7.65517,90,9.71,-0.2
2,5,17147,45.0531,7.65743,90,13.87,-1
2,2,17150,45.0522,7.65496,90,8.32,-0.6
2,6,17199,45.0522,7.65577,90,15.25,0.4
2,2,17350,45.0522,7.65498,90,8.31,-0.5
2,5,17447,45.0531,7.65748,90,13.87,-0.9
2,6,17499,45.0522,7.65583,90,15.26,0.1
2,3,17580,45.0531,7.65523,90,9.71,-0.2
2,5,17747,45.0531,7.65753,90,13.88,0.7
2,6,17799,45.0522,7.65588,90,15.25,0.4
2,2,17850,45.0522,7.65503,90,8.32,0.1
2,5,18047,45.0531,7.65759,90,13.87,-0.9
2,3,18080,45.0531,7.65529,90,9.71,0.2
2,6,18099,45.0522,7.65594,90,15.26,-0.6
2,5,18347,45.0531,7.65764,90,13.87,0
2,2,18350,45.0522,7.65508,90,8.32,0
2,6,18399,45.0522,7.656,90,15.26,1.1
2,3,18580,45.0531,7.65535,90,9.7,-1.2
2,5,18647,45.0531,7.65769,90,13.88,-0.1
2,6,18699,45.0522,7.65605,90,15.26,0.8
2,2,18850,45.0522,7.65514,90,8.32,0.2
