rx,tx,t_ms,rssi,snr
18,11,73068,-53.2676,43.7087
16,11,73068,-58.1022,38.8741
13,11,73068,-65.5936,31.3827
7,11,73068,-65.7529,31.2234
5,11,73068,-77.3315,19.6448
4,11,73068,-77.9994,18.9769
3,11,73068,-78.6144,18.3619
17,11,73068,-78.6111,18.3652
1,11,73068,-78.6398,18.3365
14,11,73068,-80.1848,16.7915
15,11,73068,-80.8455,16.1308
20,11,73068,-80.9944,15.9819
16,18,73068,-45.5701,51.4062
8,18,73068,-52.9646,44.0116
11,18,73068,-53.2676,43.7087
13,18,73068,-69.5595,27.4168
7,18,73068,-69.7661,27.2102
5,18,73068,-76.2699,20.7064
4,18,73068,-76.824,20.1523
3,18,73068,-77.3966,19.5797
1,18,73068,-77.5902,19.3861
14,18,73068,-78.4809,18.4954
15,18,73068,-79.2835,17.6928
20,18,73068,-79.4919,17.4844
17,18,73068,-80.2178,16.7585
2,10,73073,-75.0271,21.9492
17,10,73073,-76.7743,20.202
10,2,73075,-75.0271,21.9492
17,2,73075,-80.9461,16.0302
13,7,73103,-32.5628,64.4135
8,7,73103,-65.6707,31.3055
11,7,73103,-65.7349,31.2414
18,7,73103,-69.527,27.4493
16,7,73103,-71.5304,25.4459
17,7,73103,-72.5396,24.4366
5,7,73103,-79.1175,17.8587
4,7,73103,-80.0288,16.9475
1,7,73103,-80.3409,16.6354
3,7,73103,-80.6525,16.3238
20,15,73105,-43.8556,53.1207
14,15,73105,-52.0738,44.9025
3,15,73105,-71.4107,25.5656
4,15,73105,-72.4384,24.5379
1,15,73105,-73.436,23.5403
5,15,73105,-74.1924,22.7838
16,15,73105,-78.8482,18.128
18,15,73105,-79.3159,17.6604
8,15,73105,-80.616,16.3603
11,15,73105,-80.8026,16.1737
4,3,73111,-41.8227,55.1536
1,3,73111,-48.1934,48.7829
5,3,73111,-54.6796,42.2967
20,3,73111,-70.2623,26.714
15,3,73111,-71.3969,25.5794
14,3,73111,-72.9395,24.0368
18,3,73111,-77.4062,19.5701
16,3,73111,-77.6018,19.3745
8,3,73111,-78.2372,18.7391
11,3,73111,-78.5826,18.3937
13,3,73111,-80.3335,16.6428
7,3,73111,-80.6416,16.3347
7,17,73126,-72.5397,24.4366
13,17,73126,-72.6903,24.286
10,17,73126,-76.8905,20.0858
8,17,73126,-78.5746,18.4017
11,17,73126,-78.601,18.3753
18,17,73126,-80.0564,16.9198
2,17,73126,-80.9956,15.9807
16,17,73126,-81.0725,15.9038
18,16,73131,-48.3467,48.6296
8,16,73131,-58.3236,38.6527
11,16,73131,-58.3805,38.5957
13,16,73131,-71.3619,25.6144
7,16,73131,-71.565,25.4112
5,16,73131,-76.7141,20.2622
4,16,73131,-77.1355,19.8408
3,16,73131,-77.5951,19.3812
14,16,73131,-77.8218,19.1544
1,16,73131,-77.9158,19.0605
15,16,73131,-78.804,18.1723
20,16,73131,-79.099,17.8773
17,16,73131,-81.0781,15.8982
13,7,73141,-32.7479,64.2284
8,7,73141,-65.7428,31.2334
11,7,73141,-65.7167,31.2596
18,7,73141,-69.2833,27.693
16,7,73141,-71.5766,25.3997
17,7,73141,-72.5397,24.4366
5,7,73141,-79.1042,17.8721
4,7,73141,-80.0526,16.9236
1,7,73141,-80.3014,16.6749
3,7,73141,-80.6088,16.3674
7,13,73143,-32.7479,64.2284
8,13,73143,-65.396,31.5803
11,13,73143,-65.4472,31.5291
18,13,73143,-68.9824,27.9939
16,13,73143,-71.3648,25.6115
17,13,73143,-72.7062,24.2701
5,13,73143,-78.7388,18.2375
4,13,73143,-79.7195,17.2567
1,13,73143,-79.9686,17.0077
3,13,73143,-80.2917,16.6846
20,15,73148,-43.4243,53.552
14,15,73148,-52.8092,44.167
3,15,73148,-71.3555,25.6208
4,15,73148,-72.1762,24.8001
1,15,73148,-73.3885,23.5878
5,15,73148,-74.0692,22.9071
16,15,73148,-78.7893,18.187
18,15,73148,-79.3482,17.628
8,15,73148,-80.5497,16.4266
11,15,73148,-80.76,16.2163
3,4,73152,-39.7258,57.2505
1,4,73152,-45.0309,51.9454
5,4,73152,-49.3987,47.5776
20,4,73152,-71.1677,25.8085
15,4,73152,-72.1098,24.8665
14,4,73152,-73.5633,23.413
18,4,73152,-76.8918,20.0845
16,4,73152,-77.1362,19.8401
8,4,73152,-77.6571,19.3191
11,4,73152,-78.0336,18.9426
13,4,73152,-79.7231,17.2532
7,4,73152,-80.0586,16.9177
10,2,73160,-74.7816,22.1947
17,2,73160,-81.0364,15.9399
15,14,73166,-53.1648,43.8115
20,14,73166,-58.0328,38.9435
3,14,73166,-73.0515,23.9247
4,14,73166,-73.5381,23.4382
1,14,73166,-74.8389,22.1374
5,14,73166,-75.1422,21.834
16,14,73166,-77.7531,19.2232
18,14,73166,-78.5536,18.4227
8,14,73166,-79.8449,17.1314
11,14,73166,-80.0508,16.9255
8,11,73168,-32.1652,64.8111
18,11,73168,-51.3223,45.654
16,11,73168,-58.498,38.4782
13,11,73168,-65.4104,31.5659
7,11,73168,-65.7077,31.2686
5,11,73168,-77.3215,19.6548
4,11,73168,-78.0375,18.9388
3,11,73168,-78.5514,18.4249
1,11,73168,-78.5958,18.3805
17,11,73168,-78.5942,18.382
14,11,73168,-80.0508,16.9255
15,11,73168,-80.7389,16.2374
20,11,73168,-80.9129,16.0634
16,18,73168,-49.3911,47.5852
8,18,73168,-50.092,46.8843
11,18,73168,-51.3223,45.654
13,18,73168,-68.8341,28.1422
7,18,73168,-69.1598,27.8165
5,18,73168,-76.284,20.6922
4,18,73168,-76.9002,20.0761
3,18,73168,-77.4159,19.5603
1,18,73168,-77.5999,19.3764
14,18,73168,-78.5536,18.4227
15,18,73168,-79.3644,17.6119
20,18,73168,-79.5843,17.392
17,18,73168,-79.9477,17.0286
2,10,73173,-74.7542,22.2221
17,10,73173,-77.0057,19.9706
10,2,73175,-74.7542,22.2221
17,2,73175,-81.0467,15.9296
3,4,73182,-38.021,58.9553
1,4,73182,-45.9203,51.056
5,4,73182,-49.8935,47.0828
20,4,73182,-70.9916,25.9847
15,4,73182,-71.9086,25.0677
14,4,73182,-73.4876,23.4886
18,4,73182,-76.9175,20.0588
16,4,73182,-77.1372,19.8391
8,4,73182,-77.6618,19.3145
11,4,73182,-78.0453,18.931
13,4,73182,-79.7337,17.2425
7,4,73182,-80.0766,16.8997
15,20,73196,-42.8689,54.1074
14,20,73196,-58.3097,38.6666
3,20,73196,-70.2651,26.7112
4,20,73196,-70.9323,26.044
1,20,73196,-72.447,24.5293
5,20,73196,-73.2082,23.7681
16,20,73196,-79.0276,17.9487
18,20,73196,-79.612,17.3643
8,20,73196,-80.6414,16.3349
11,20,73196,-80.8887,16.0876
18,16,73224,-51.2726,45.7037
8,16,73224,-58.3237,38.6526
11,16,73224,-58.73,38.2463
13,16,73224,-71.3883,25.588
7,16,73224,-71.6684,25.3079
5,16,73224,-76.7227,20.2536
4,16,73224,-77.1385,19.8377
3,16,73224,-77.5684,19.4079
14,16,73224,-77.6146,19.3616
1,16,73224,-77.9169,19.0593
15,16,73224,-78.6745,18.3018
20,16,73224,-78.9924,17.9839
17,16,73224,-81.128,15.8483
8,18,73224,-48.0333,48.943
11,18,73224,-50.0424,46.9339
16,18,73224,-51.2726,45.7037
13,18,73224,-68.3787,28.5976
7,18,73224,-68.7821,28.1942
5,18,73224,-76.2954,20.6809
4,18,73224,-76.9539,20.0224
3,18,73224,-77.4278,19.5484
1,18,73224,-77.606,19.3703
14,18,73224,-78.5986,18.3776
15,18,73224,-79.4128,17.5635
20,18,73224,-79.6395,17.3368
17,18,73224,-79.7829,17.1934
7,17,73226,-72.5396,24.4366
13,17,73226,-72.7694,24.2069
10,17,73226,-77.1199,19.8564
11,17,73226,-78.5841,18.3922
8,17,73226,-78.6418,18.3345
18,17,73226,-79.7829,17.1934
2,17,73226,-81.0994,15.8769
16,17,73226,-81.128,15.8483
18,16,73231,-51.563,45.4133
8,16,73231,-58.3237,38.6526
11,16,73231,-58.7684,38.2079
13,16,73231,-71.3912,25.5851
7,16,73231,-71.6798,25.2965
5,16,73231,-76.7237,20.2526
4,16,73231,-77.1389,19.8374
3,16,73231,-77.5658,19.4105
14,16,73231,-77.5914,19.3849
1,16,73231,-77.9174,19.0589
15,16,73231,-78.6604,18.3159
20,16,73231,-78.9808,17.9955
17,16,73231,-81.1336,15.8427
10,2,73260,-74.5058,22.4705
17,2,73260,-81.1426,15.8337
15,14,73266,-54.8283,42.148
20,14,73266,-58.9343,38.042
3,14,73266,-73.2732,23.703
4,14,73266,-73.2868,23.6895
1,14,73266,-75.0308,21.9455
5,14,73266,-75.1304,21.8459
16,14,73266,-77.5215,19.4548
18,14,73266,-78.6293,18.347
8,14,73266,-79.6452,17.331
11,14,73266,-79.9154,17.0609
1,5,73267,-47.7162,49.2601
4,5,73267,-51.1328,45.8435
3,5,73267,-53.29,43.6863
20,5,73267,-73.0558,23.9205
15,5,73267,-73.693,23.2833
14,5,73267,-75.1304,21.8459
18,5,73267,-76.3042,20.6721
16,5,73267,-76.7269,20.2493
8,5,73267,-76.8854,20.0908
11,5,73267,-77.3118,19.6645
13,5,73267,-78.6666,18.3097
7,5,73267,-79.0644,17.9119
8,11,73268,-32.5898,64.3864
18,11,73268,-49.1404,47.8359
16,11,73268,-58.8825,38.0938
13,11,73268,-65.2245,31.7517
7,11,73268,-65.6622,31.314
5,11,73268,-77.3118,19.6645
4,11,73268,-78.077,18.8993
3,11,73268,-78.491,18.4853
1,11,73268,-78.5546,18.4217
17,11,73268,-78.5774,18.3989
14,11,73268,-79.9154,17.0609
15,11,73268,-80.6348,16.3415
20,11,73268,-80.8326,16.1437
8,18,73268,-46.4763,50.5
11,18,73268,-49.1404,47.8359
16,18,73268,-52.3984,44.5779
13,18,73268,-68.066,28.9103
7,18,73268,-68.5241,28.4521
5,18,73268,-76.3042,20.6721
4,18,73268,-76.993,19.9833
3,18,73268,-77.4359,19.5404
1,18,73268,-77.6102,19.3661
14,18,73268,-78.6293,18.347
15,18,73268,-79.445,17.5313
17,18,73268,-79.6719,17.3044
20,18,73268,-79.6762,17.3001
2,10,73273,-74.4781,22.4982
17,10,73273,-77.2331,19.7432
10,2,73275,-74.4781,22.4982
17,2,73275,-81.1536,15.8227
11,8,73277,-32.6654,64.3109
18,8,73277,-46.0598,50.9165
16,8,73277,-58.3238,38.6525
13,8,73277,-65.4561,31.5202
7,8,73277,-65.9746,31.0017
5,8,73277,-76.8828,20.0935
4,8,73277,-77.6757,19.3006
3,8,73277,-78.0924,18.8839
1,8,73277,-78.1613,18.815
17,8,73277,-78.6753,18.301
14,8,73277,-79.6251,17.3512
15,8,73277,-80.3377,16.6386
20,8,73277,-80.5343,16.442
7,17,73326,-72.5397,24.4365
13,17,73326,-72.8481,24.1281
10,17,73326,-77.3453,19.631
11,17,73326,-78.5673,18.409
8,17,73326,-78.7087,18.2676
18,17,73326,-79.5036,17.4727
16,17,73326,-81.1834,15.7929
2,17,73326,-81.2092,15.767
18,16,73331,-54.1695,42.8068
8,16,73331,-58.324,38.6523
11,16,73331,-59.1451,37.8312
13,16,73331,-71.4205,25.5558
7,16,73331,-71.7936,25.1827
5,16,73331,-76.7351,20.2411
4,16,73331,-77.1425,19.8338
14,16,73331,-77.3569,19.6193
3,16,73331,-77.5438,19.4325
1,16,73331,-77.926,19.0503
15,16,73331,-78.5235,18.4528
20,16,73331,-78.8661,18.1101
17,16,73331,-81.1889,15.7874
2,10,73332,-74.311,22.6653
17,10,73332,-77.3676,19.6086
11,8,73342,-33.3309,63.6454
18,8,73342,-42.7831,54.1932
16,8,73342,-58.324,38.6523
13,8,73342,-65.4883,31.488
7,8,73342,-66.0977,30.8786
5,8,73342,-76.8651,20.1112
4,8,73342,-77.6867,19.2896
3,8,73342,-78.0335,18.9428
1,8,73342,-78.123,18.8533
17,8,73342,-78.722,18.2543
14,8,73342,-79.4832,17.493
15,8,73342,-80.2259,16.7503
20,8,73342,-80.4416,16.5347
1,5,73344,-47.2224,49.7538
4,5,73344,-52.2701,44.7062
3,5,73344,-52.4957,44.4806
20,5,73344,-72.8797,24.0966
15,5,73344,-73.4366,23.5397
14,5,73344,-75.1225,21.8538
18,5,73344,-76.3246,20.6517
16,5,73344,-76.7364,20.2399
8,5,73344,-76.8651,20.1112
11,5,73344,-77.3041,19.6722
13,5,73344,-78.6188,18.3574
7,5,73344,-79.038,17.9383
3,4,73352,-32.8763,64.1
1,4,73352,-50.6438,46.3325
5,4,73352,-52.4059,44.5704
20,4,73352,-69.946,27.0303
15,4,73352,-70.7059,26.2704
14,4,73352,-73.0626,23.9137
18,4,73352,-77.09,19.8863
16,4,73352,-77.1433,19.833
8,4,73352,-77.6882,19.288
11,4,73352,-78.1135,18.8627
13,4,73352,-79.7942,17.182
7,4,73352,-80.1788,16.7975
10,2,73360,-74.2271,22.7492
17,2,73360,-81.4712,15.5051
15,14,73366,-56.3245,40.6518
20,14,73366,-59.7783,37.198
4,14,73366,-73.0378,23.9385
3,14,73366,-73.4919,23.4843
5,14,73366,-75.1207,21.8556
1,14,73366,-75.2204,21.7558
16,14,73366,-77.2858,19.6905
18,14,73366,-78.7079,18.2684
8,14,73366,-79.4424,17.5339
11,14,73366,-79.7787,17.1976
8,11,73368,-33.5586,63.4177
18,11,73368,-46.7305,50.2458
16,11,73368,-59.256,37.7203
13,11,73368,-65.036,31.9403
7,11,73368,-65.6167,31.3596
5,11,73368,-77.3022,19.6741
4,11,73368,-78.1177,18.8586
3,11,73368,-78.4332,18.5431
1,11,73368,-78.5164,18.4599
17,11,73368,-78.5553,18.421
14,11,73368,-79.7787,17.1976
15,11,73368,-80.5334,16.4429
20,11,73368,-80.7534,16.2229
8,18,73368,-41.714,55.2623
11,18,73368,-46.7305,50.2458
16,18,73368,-54.8628,42.1135
13,18,73368,-67.2499,29.7264
7,18,73368,-67.8565,29.1198
5,18,73368,-76.3303,20.646
4,18,73368,-77.1015,19.8748
3,18,73368,-77.4564,19.5199
1,18,73368,-77.6211,19.3552
14,18,73368,-78.7079,18.2684
17,18,73368,-79.404,17.5722
15,18,73368,-79.5253,17.451
20,18,73368,-79.7676,17.2087
2,10,73373,-74.199,22.7772
17,10,73373,-77.5368,19.4395
10,2,73375,-74.199,22.7772
17,2,73375,-81.4821,15.4942
7,17,73426,-72.5265,24.4497
13,17,73426,-72.9388,24.0375
10,17,73426,-77.6464,19.3298
11,17,73426,-78.5452,18.4311
8,17,73426,-78.7803,18.196
18,17,73426,-79.2324,17.7439
16,17,73426,-81.2419,15.7344
2,17,73426,-81.5373,15.439
18,16,73431,-56.3539,40.6224
8,16,73431,-58.3242,38.6521
11,16,73431,-59.5115,37.4648
13,16,73431,-71.4497,25.5265
7,16,73431,-71.9064,25.0699
5,16,73431,-76.7484,20.2279
14,16,73431,-77.1183,19.858
4,16,73431,-77.1463,19.8299
3,16,73431,-77.5291,19.4472
1,16,73431,-77.9415,19.0348
15,16,73431,-78.3937,18.5826
20,16,73431,-78.7554,18.2209
17,16,73431,-81.2474,15.7289
7,17,73440,-72.5265,24.4498
13,17,73440,-72.9543,24.022
10,17,73440,-77.6901,19.2862
11,17,73440,-78.5418,18.4345
8,17,73440,-78.7936,18.1827
18,17,73440,-79.1746,17.8016
16,17,73440,-81.2529,15.7234
2,17,73440,-81.5598,15.4165
7,13,73443,-34.8654,62.1109
11,13,73443,-64.8833,32.093
8,13,73443,-65.5343,31.442
18,13,73443,-66.5584,30.4179
16,13,73443,-71.4527,25.5236
17,13,73443,-72.9543,24.022
5,13,73443,-78.5596,18.4166
1,13,73443,-79.601,17.3753
4,13,73443,-79.8264,17.1499
3,13,73443,-79.8813,17.095
20,15,73448,-39.8074,57.1689
14,15,73448,-57.4188,39.5575
4,15,73448,-70.0214,26.9549
3,15,73448,-70.9412,26.0351
1,15,73448,-73.0317,23.9445
5,15,73448,-73.1097,23.8666
16,15,73448,-78.3811,18.5952
18,15,73448,-79.5893,17.387
8,15,73448,-80.0695,16.9068
11,15,73448,-80.4543,16.522
10,2,73460,-73.9455,23.0308
17,2,73460,-81.5825,15.3938
8,11,73468,-34.865,62.1113
18,11,73468,-44.2249,52.7514
16,11,73468,-59.5224,37.4539
13,11,73468,-64.8448,32.1315
7,11,73468,-65.571,31.4053
5,11,73468,-77.2929,19.6834
4,11,73468,-78.1596,18.8167
3,11,73468,-78.3781,18.5982
1,11,73468,-78.481,18.4952
17,11,73468,-78.5384,18.4379
14,11,73468,-79.6407,17.3356
15,11,73468,-80.4348,16.5415
20,11,73468,-80.6754,16.3009
8,18,73468,-35.5288,61.4475
11,18,73468,-44.2249,52.7514
16,18,73468,-57.3663,39.61
13,18,73468,-66.3796,30.5967
7,18,73468,-67.1533,29.823
5,18,73468,-76.3624,20.6139
4,18,73468,-77.225,19.7512
3,18,73468,-77.4775,19.4988
1,18,73468,-77.6326,19.3437
14,18,73468,-78.7894,18.1869
17,18,73468,-79.1167,17.8596
15,18,73468,-79.6052,17.3711
20,18,73468,-79.8584,17.1179
2,10,73473,-73.9171,23.0591
17,10,73473,-77.7552,19.221
10,2,73475,-73.9171,23.0591
17,2,73475,-81.5939,15.3823
13,7,73503,-35.3794,61.5969
11,7,73503,-65.5526,31.4237
8,7,73503,-66.3748,30.6015
18,7,73503,-66.8613,30.115
16,7,73503,-71.9703,25.006
17,7,73503,-72.5266,24.4497
5,7,73503,-78.9855,17.9908
1,7,73503,-79.9555,17.0208
3,7,73503,-80.2227,16.7535
4,7,73503,-80.2696,16.7067
8,16,73524,-58.4403,38.536
18,16,73524,-58.4116,38.5647
11,16,73524,-59.7388,37.2375
13,16,73524,-71.4915,25.4848
7,16,73524,-71.9927,24.9836
5,16,73524,-77.1778,19.7985
14,16,73524,-77.1914,19.7849
4,16,73524,-77.5548,19.4215
3,16,73524,-77.9168,19.0595
1,16,73524,-78.3418,18.6345
15,16,73524,-78.5931,18.3832
20,16,73524,-78.9674,18.0089
17,16,73524,-81.2933,15.683
8,18,73524,-32.4691,64.5072
11,18,73524,-42.8445,54.1318
16,18,73524,-58.4116,38.5647
13,18,73524,-65.8282,31.1481
7,18,73524,-66.7128,30.2635
5,18,73524,-76.3844,20.5919
4,18,73524,-77.306,19.6703
3,18,73524,-77.4905,19.4858
1,18,73524,-77.6398,19.3365
14,18,73524,-78.8396,18.1367
17,18,73524,-78.9412,18.0351
15,18,73524,-79.653,17.3233
20,18,73524,-79.9126,17.0637
7,17,73526,-72.5266,24.4497
13,17,73526,-73.0164,23.9599
10,17,73526,-77.8631,19.1132
11,17,73526,-78.5283,18.448
8,17,73526,-78.8465,18.1298
18,17,73526,-78.9412,18.0351
16,17,73526,-81.2933,15.683
2,17,73526,-81.6518,15.3244
8,16,73531,-58.4403,38.536
18,16,73531,-58.5785,38.3977
11,16,73531,-59.7746,37.2017
13,16,73531,-71.4944,25.4819
7,16,73531,-72.0039,24.9724
5,16,73531,-77.1793,19.797
14,16,73531,-77.1675,19.8087
4,16,73531,-77.5552,19.4211
3,16,73531,-77.9164,19.0599
1,16,73531,-78.3442,18.6321
15,16,73531,-78.582,18.3943
20,16,73531,-78.9575,18.0188
17,16,73531,-81.2987,15.6775
5,1,73539,-46.524,50.4523
3,1,73539,-48.1942,48.7821
4,1,73539,-54.6603,42.316
20,1,73539,-72.4547,24.5216
15,1,73539,-72.9248,24.0515
14,1,73539,-75.5379,21.4384
18,1,73539,-77.641,19.3353
8,1,73539,-78.0349,18.9414
16,1,73539,-78.3442,18.6321
11,1,73539,-78.4581,18.5182
13,1,73539,-79.4951,17.4812
7,1,73539,-79.9275,17.0487
15,20,73543,-38.452,58.5243
14,20,73543,-61.174,35.8023
4,20,73543,-68.6691,28.3072
3,20,73543,-70.2821,26.6942
5,20,73543,-72.4299,24.5464
1,20,73543,-72.455,24.5213
16,20,73543,-78.9477,18.0286
18,20,73543,-79.9306,17.0457
8,20,73543,-80.1817,16.7946
11,20,73543,-80.614,16.3623
8,11,73545,-36.025,60.9512
18,11,73545,-42.4414,54.5349
16,11,73545,-59.8103,37.166
13,11,73545,-64.6897,32.2866
7,11,73545,-65.5343,31.442
5,11,73545,-77.2856,19.6907
4,11,73545,-78.194,18.7823
3,11,73545,-78.3361,18.6402
1,11,73545,-78.455,18.5213
17,11,73545,-78.5249,18.4514
14,11,73545,-79.5293,17.447
15,11,73545,-80.358,16.6183
20,11,73545,-80.614,16.3623
3,4,73552,-43.4782,53.4981
5,4,73552,-54.8696,42.1066
1,4,73552,-55.0501,41.9262
20,4,73552,-68.5983,28.378
15,4,73552,-69.133,27.8433
14,4,73552,-72.5735,24.4028
18,4,73552,-77.3483,19.6279
16,4,73552,-77.556,19.4203
8,4,73552,-77.72,19.2563
11,4,73552,-78.1983,18.7779
13,4,73552,-79.8657,17.1105
7,4,73552,-80.3,16.6763
15,14,73554,-58.7972,38.1791
20,14,73554,-61.2475,35.7288
4,14,73554,-72.5735,24.4028
3,14,73554,-73.8993,23.077
5,14,73554,-75.1084,21.8679
1,14,73554,-75.5748,21.4014
16,14,73554,-77.1197,19.8566
18,14,73554,-78.865,18.1113
8,14,73554,-79.0481,17.9281
11,14,73554,-79.5153,17.461
10,2,73560,-73.6611,23.3151
17,2,73560,-81.6991,15.2772
8,11,73568,-36.3212,60.6551
18,11,73568,-42.0802,54.8961
16,11,73568,-59.8812,37.0951
13,11,73568,-64.6507,32.3256
7,11,73568,-65.525,31.4512
5,11,73568,-77.2838,19.6924
4,11,73568,-78.2027,18.7736
3,11,73568,-78.3258,18.6505
1,11,73568,-78.4487,18.5276
17,11,73568,-78.5215,18.4548
14,11,73568,-79.5013,17.475
15,11,73568,-80.3391,16.6372
20,11,73568,-80.5987,16.3776
8,18,73568,-32.3654,64.6108
11,18,73568,-42.0802,54.8961
16,18,73568,-59.0678,37.9085
13,18,73568,-65.4473,31.529
7,18,73568,-66.4108,30.5654
5,18,73568,-76.4002,20.5761
4,18,73568,-77.3627,19.6136
3,18,73568,-77.4992,19.4771
1,18,73568,-77.6447,19.3316
17,18,73568,-78.8229,18.1534
14,18,73568,-78.8735,18.1028
15,18,73568,-79.6848,17.2915
20,18,73568,-79.9486,17.0277
2,10,73573,-73.6326,23.3437
17,10,73573,-77.9701,19.0062
10,2,73575,-73.6326,23.3437
17,2,73575,-81.711,15.2653
18,8,73577,-32.6506,64.3257
11,8,73577,-36.4699,60.5064
16,8,73577,-58.4402,38.5361
13,8,73577,-65.5939,31.3823
7,8,73577,-66.4943,30.482
5,8,73577,-76.8127,20.1636
4,8,73577,-77.7233,19.253
3,8,73577,-77.8605,19.1158
1,8,73577,-78.0193,18.957
17,8,73577,-78.8795,18.0968
14,8,73577,-79.0059,17.9703
15,8,73577,-79.8722,17.1041
20,8,73577,-80.1434,16.8328
7,17,73626,-72.5266,24.4497
13,17,73626,-73.0934,23.8828
10,17,73626,-78.0762,18.9001
11,17,73626,-78.5113,18.4649
18,17,73626,-78.6434,18.3329
8,17,73626,-78.9123,18.064
16,17,73626,-81.3478,15.6284
2,17,73626,-81.7714,15.2048
8,16,73631,-58.4402,38.5361
11,16,73631,-60.1264,36.8499
18,16,73631,-60.1467,36.8296
13,16,73631,-71.5234,25.4529
7,16,73631,-72.1149,24.8614
14,16,73631,-76.9268,20.0495
5,16,73631,-77.1951,19.7812
4,16,73631,-77.5593,19.417
3,16,73631,-77.9164,19.0598
1,16,73631,-78.3718,18.6045
15,16,73631,-78.476,18.5003
20,16,73631,-78.8613,18.115
17,16,73631,-81.3533,15.623
18,8,73642,-36.5594,60.4168
11,8,73642,-37.5068,59.4695
16,8,73642,-58.4402,38.5361
13,8,73642,-65.6259,31.3504
7,8,73642,-66.6127,30.3636
5,8,73642,-76.7986,20.1777
4,8,73642,-77.7346,19.2417
3,8,73642,-77.8143,19.1619
1,8,73642,-77.9947,18.9816
14,8,73642,-78.8571,18.1191
17,8,73642,-78.9254,18.0509
15,8,73642,-79.7691,17.2071
20,8,73642,-80.055,16.9213
10,2,73660,-73.3744,23.6019
17,2,73660,-81.8206,15.1556
8,11,73668,-37.8012,59.1751
18,11,73668,-41.1888,55.7875
16,11,73668,-60.2302,36.7461
13,11,73668,-64.4537,32.5226
7,11,73668,-65.479,31.4973
5,11,73668,-77.275,19.7013
4,11,73668,-78.247,18.7293
3,11,73668,-78.2764,18.6999
1,11,73668,-78.4195,18.5568
17,11,73668,-78.5045,18.4718
14,11,73668,-79.3605,17.6158
15,11,73668,-80.2465,16.7298
20,11,73668,-80.5234,16.4529
8,18,73668,-37.8604,59.1159
11,18,73668,-41.1888,55.7875
16,18,73668,-60.5846,36.3917
13,18,73668,-64.4437,32.5326
7,18,73668,-65.6246,31.3517
5,18,73668,-76.4437,20.5326
3,18,73668,-77.5215,19.4548
4,18,73668,-77.5136,19.4627
1,18,73668,-77.6575,19.3188
17,18,73668,-78.5223,18.454
14,18,73668,-78.9602,18.0161
15,18,73668,-79.764,17.2123
20,18,73668,-80.0383,16.938
2,10,73673,-73.3456,23.6307
17,10,73673,-78.1814,18.7949
10,2,73675,-73.3456,23.6307
17,2,73675,-81.8331,15.1432
1,3,73711,-48.1946,48.7817
5,3,73711,-48.2804,48.6958
4,3,73711,-49.4077,47.5686
20,3,73711,-70.2935,26.6827
15,3,73711,-70.5692,26.4071
14,3,73711,-74.2343,22.742
18,3,73711,-77.5328,19.4435
8,3,73711,-77.7713,19.2049
16,3,73711,-77.9215,19.0548
11,3,73711,-78.2528,18.7235
13,3,73711,-79.5256,17.4507
7,3,73711,-80.0042,16.9721
7,13,73725,-37.3271,59.6492
18,13,73725,-63.8023,33.1739
11,13,73725,-64.3339,32.6423
8,13,73725,-65.6623,31.314
16,13,73725,-71.5494,25.4269
17,13,73725,-73.17,23.8063
5,13,73725,-78.3968,18.5795
1,13,73725,-79.2789,17.6974
3,13,73725,-79.5127,17.4636
4,13,73725,-79.9268,17.0495
7,17,73726,-72.5266,24.4497
13,17,73726,-73.17,23.8063
10,17,73726,-78.2859,18.6904
18,17,73726,-78.3385,18.6378
11,17,73726,-78.4943,18.482
8,17,73726,-78.9778,17.9985
16,17,73726,-81.4022,15.5741
2,17,73726,-81.8958,15.0805
8,16,73731,-58.4402,38.5361
11,16,73731,-60.4692,36.5071
18,16,73731,-61.5553,35.421
13,16,73731,-71.5523,25.424
7,16,73731,-72.2251,24.7512
14,16,73731,-76.6817,20.2946
5,16,73731,-77.2126,19.7637
4,16,73731,-77.5636,19.4127
3,16,73731,-77.9235,19.0528
1,16,73731,-78.4057,18.5706
15,16,73731,-78.3782,18.5981
20,16,73731,-78.7694,18.2069
17,16,73731,-81.4076,15.5687
7,13,73743,-37.504,59.4723
18,13,73743,-63.5814,33.3949
11,13,73743,-64.2938,32.6825
8,13,73743,-65.6714,31.3049
16,13,73743,-71.5552,25.4211
17,13,73743,-73.1853,23.791
5,13,73743,-78.3853,18.591
1,13,73743,-79.2568,17.7195
3,13,73743,-79.487,17.4893
4,13,73743,-79.934,17.0423
20,15,73748,-35.6185,61.3578
14,15,73748,-60.8969,36.0794
4,15,73748,-67.4399,29.5364
3,15,73748,-70.528,26.4483
5,15,73748,-72.0833,24.893
1,15,73748,-72.6754,24.3009
16,15,73748,-78.3689,18.6074
8,15,73748,-79.6261,17.3502
18,15,73748,-79.8272,17.1491
11,15,73748,-80.1748,16.8015
3,4,73752,-50.5761,46.4002
5,4,73752,-56.9514,40.0249
1,4,73752,-58.4664,38.5099
20,4,73752,-67.0956,29.8807
15,4,73752,-67.3445,29.6318
14,4,73752,-72.1019,24.8744
16,4,73752,-77.5645,19.4118
18,4,73752,-77.6599,19.3164
8,4,73752,-77.7526,19.2237
11,4,73752,-78.2879,18.6884
13,4,73752,-79.9376,17.0387
7,4,73752,-80.4223,16.554
10,2,73760,-73.0853,23.8909
