rx,tx,t_ms,rssi,snr
2,1,2431,-41.6473,55.329
2,1,2439,-41.6473,55.329
2,1,2531,-42.9365,54.0398
2,1,2631,-44.0426,52.9337
2,1,2639,-44.0426,52.9337
1,2,2675,-44.4427,52.5335
2,1,2831,-46.4566,50.5197
3,1,2831,-48.2532,48.7231
2,1,2839,-46.4566,50.5197
3,1,2839,-48.2532,48.7231
3,2,2875,-34.3532,62.6231
1,2,2875,-46.6588,50.3175
2,1,2939,-46.9136,50.0627
3,1,2939,-48.8403,48.1359
2,1,3031,-47.2183,49.7579
3,1,3031,-49.2726,47.7037
2,1,3039,-47.2183,49.7579
3,1,3039,-49.2726,47.7037
3,2,3060,-34.8593,62.117
1,2,3060,-47.2818,49.6945
3,2,3075,-34.8855,62.0908
1,2,3075,-47.3002,49.6761
2,1,3131,-47.3811,49.5952
3,1,3131,-49.5649,47.4113
2,1,3139,-47.3811,49.5952
3,1,3139,-49.5649,47.4113
2,1,3231,-47.4561,49.5202
3,1,3231,-49.7711,47.2052
2,1,3239,-47.4561,49.5202
3,1,3239,-49.7711,47.2052
3,2,3260,-35.3791,61.5972
1,2,3260,-47.4704,49.5059
3,2,3275,-35.405,61.5713
1,2,3275,-47.4741,49.5022
2,1,3331,-47.4886,49.4877
3,1,3331,-49.9358,47.0405
2,1,3339,-47.4886,49.4877
3,1,3339,-49.9358,47.0405
3,2,3360,-35.6379,61.3384
1,2,3360,-47.4904,49.4859
2,1,3431,-47.4809,49.4954
3,1,3431,-50.0613,46.915
2,1,3439,-47.4809,49.4954
3,1,3439,-50.0613,46.915
3,2,3460,-35.8923,61.084
1,2,3460,-47.4713,49.505
3,2,3475,-35.9171,61.0592
1,2,3475,-47.4673,49.509
2,3,3511,-36.0149,60.9614
1,3,3511,-50.1339,46.8424
3,2,3675,-36.4031,60.5732
1,2,3675,-47.3054,49.6709
2,3,3711,-36.5004,60.4759
1,3,3711,-50.2125,46.7638
2,1,3831,-47.0599,49.9164
3,1,3831,-50.2124,46.7639
2,3,3840,-36.8523,60.124
1,3,3840,-50.2123,46.764
3,2,3875,-36.9489,60.0273
1,2,3875,-46.9827,49.9935
2,3,3911,-37.0863,59.89
1,3,3911,-50.2123,46.764
3,2,4060,-37.6869,59.2894
1,2,4060,-46.5248,50.4515
3,2,4075,-37.7316,59.2447
1,2,4075,-46.4964,50.4799
2,3,4111,-37.9167,59.0596
1,3,4111,-50.212,46.7643
3,2,4275,-38.7466,58.2297
1,2,4275,-45.8294,51.1469
2,3,4311,-38.9761,58.0002
1,3,4311,-50.2117,46.7646
2,1,4439,-45.1407,51.8355
3,1,4439,-50.212,46.7643
3,2,4475,-39.9784,56.9979
1,2,4475,-44.9451,52.0312
3,2,4675,-41.3663,55.61
1,2,4675,-43.8204,53.1559
2,1,4831,-42.71,54.2663
3,1,4831,-50.2123,46.7639
2,3,4840,-42.6391,54.3372
1,3,4840,-50.2123,46.764
1,2,4875,-42.4006,54.5757
3,2,4875,-42.8692,54.1071
1,2,5060,-40.7212,56.2551
3,2,5060,-44.362,52.6143
1,2,5075,-40.6231,56.3532
3,2,5075,-44.4412,52.5351
1,2,5275,-38.4477,58.5285
3,2,5275,-46.0312,50.9451
2,3,5311,-46.3485,50.6278
1,3,5311,-50.2123,46.764
5,4,5352,-75.5079,21.4684
2,1,5439,-36.4301,60.5461
3,1,5439,-50.2122,46.7641
1,2,5475,-35.8989,61.0773
3,2,5475,-47.6074,49.3689
5,4,5552,-75.5108,21.4654
1,2,5560,-34.7,62.2763
3,2,5560,-48.3102,48.6661
8,2,5560,-55.5997,41.3765
8,3,5640,-45.2564,51.7199
2,3,5640,-48.9296,48.0467
1,3,5640,-50.2124,46.7639
1,2,5675,-33.3505,63.6258
3,2,5675,-49.1608,47.8155
8,2,5675,-56.3196,40.6567
8,3,5740,-45.6613,51.315
2,3,5740,-49.6987,47.2776
1,3,5740,-50.2127,46.7636
5,4,5752,-75.5089,21.4674
1,2,5760,-32.523,64.4533
3,2,5760,-49.8514,47.1248
8,2,5760,-56.8779,40.0984
2,1,5831,-32.1922,64.7841
3,1,5831,-50.2129,46.7633
8,1,5831,-57.2937,39.6825
8,3,5840,-45.9996,50.9767
1,3,5840,-50.213,46.7633
2,3,5840,-50.4587,46.5176
1,2,5860,-32.1577,64.8186
3,2,5860,-50.6098,46.3665
8,2,5860,-57.4681,39.5082
4,5,5867,-75.5062,21.47
1,2,5875,-32.1618,64.8145
3,2,5875,-50.6852,46.2911
8,2,5875,-57.5255,39.4507
8,3,5940,-46.2762,50.7001
1,3,5940,-50.2131,46.7631
2,3,5940,-51.2102,45.7661
5,4,5952,-75.5037,21.4726
1,2,5960,-32.5573,64.419
3,2,5960,-51.3592,45.6171
8,2,5960,-58.0304,38.9459
8,3,6040,-46.4953,50.481
1,3,6040,-50.2133,46.7629
2,3,6040,-51.9519,45.0244
1,2,6060,-33.6804,63.2958
3,2,6060,-52.0992,44.8771
8,2,6060,-58.5678,38.4085
4,5,6067,-75.5,21.4763
1,2,6075,-33.824,63.1523
3,2,6075,-52.1727,44.8036
8,2,6075,-58.6203,38.356
8,3,6140,-46.6622,50.3141
1,3,6140,-50.2139,46.7624
2,3,6140,-52.6824,44.2939
3,8,6142,-46.6622,50.3141
1,8,6142,-57.5896,39.3867
2,8,6142,-58.9807,37.9956
5,4,6152,-75.4968,21.4794
5,4,6182,-75.4958,21.4805
4,5,6267,-75.493,21.4832
1,2,6275,-37.2841,59.6922
3,2,6275,-53.6114,43.3649
8,2,6275,-59.6222,37.3541
8,3,6311,-46.8362,50.1401
1,3,6311,-50.2136,46.7627
2,3,6311,-53.8929,43.0833
3,8,6342,-46.8524,50.1239
1,8,6342,-57.6719,39.3044
2,8,6342,-59.954,37.0222
4,5,6344,-75.4905,21.4857
5,4,6352,-75.4903,21.486
5,4,6382,-75.4894,21.4868
2,1,6439,-40.2281,56.7482
3,1,6439,-50.2133,46.763
8,1,6439,-57.6826,39.2936
4,5,6467,-75.4877,21.4886
1,2,6475,-40.9352,56.0411
3,2,6475,-54.9994,41.9769
8,2,6475,-60.548,36.4283
5,4,6482,-75.4874,21.4889
3,8,6542,-46.8829,50.0934
1,8,6542,-57.6854,39.2909
2,8,6542,-60.8629,36.1133
5,4,6552,-75.4865,21.4898
3,8,6577,-46.8844,50.0919
1,8,6577,-57.6859,39.2903
2,8,6577,-60.9976,35.9786
5,4,6582,-75.4863,21.49
4,5,6667,-75.4863,21.4899
1,2,6675,-44.2303,52.7459
3,2,6675,-56.3358,40.6405
8,2,6675,-61.4459,35.5303
5,4,6682,-75.4865,21.4898
3,8,6742,-46.8914,50.0849
1,8,6742,-57.6892,39.2871
2,8,6742,-61.7592,35.2171
5,4,6752,-75.4875,21.4887
5,4,6782,-75.4882,21.4881
2,1,6831,-46.5796,50.3967
3,1,6831,-50.2138,46.7625
8,1,6831,-57.6908,39.2855
8,3,6840,-46.8957,50.0806
1,3,6840,-50.2138,46.7625
2,3,6840,-57.4356,39.5407
4,5,6867,-75.4909,21.4854
1,2,6875,-47.1303,49.846
3,2,6875,-57.6263,39.35
8,2,6875,-62.3391,34.6372
5,4,6882,-75.4918,21.4845
3,8,6942,-46.8996,50.0767
1,8,6942,-57.6925,39.2837
2,8,6942,-62.6496,34.3267
5,4,6952,-75.4956,21.4806
5,4,6982,-75.4976,21.4786
1,2,7060,-49.5638,47.4125
3,2,7060,-58.8081,38.1681
8,2,7060,-63.1794,33.7968
4,5,7067,-75.5041,21.4721
1,2,7075,-49.6843,47.292
3,2,7075,-58.8692,38.1071
8,2,7075,-63.2234,33.7529
5,4,7082,-75.506,21.4703
5,4,7152,-75.5136,21.4627
5,4,7182,-75.5173,21.459
4,5,7267,-75.5288,21.4475
7,5,7267,-75.5395,21.4368
1,2,7275,-51.9568,45.0195
3,2,7275,-60.0662,36.9101
8,2,7275,-64.0959,32.8804
7,4,7282,-61.0756,35.9007
5,4,7282,-75.532,21.4443
8,3,7311,-46.9116,50.0646
1,3,7311,-50.2135,46.7627
2,3,7311,-60.3004,36.6759
7,5,7344,-75.4966,21.4797
4,5,7344,-75.5425,21.4337
7,4,7352,-61.3464,35.6298
5,4,7352,-75.5444,21.4318
7,4,7382,-61.465,35.5113
5,4,7382,-75.5503,21.426
3,1,7439,-50.2141,46.7622
2,1,7439,-53.6097,43.3666
8,1,7439,-57.6994,39.2769
7,5,7467,-75.4255,21.5508
4,5,7467,-75.5679,21.4083
1,2,7475,-54.0036,42.9726
3,2,7475,-61.2205,35.7558
8,2,7475,-64.9568,32.0195
7,4,7482,-61.8704,35.1059
5,4,7482,-75.5728,21.4035
7,5,7544,-75.3736,21.6026
4,5,7544,-75.5884,21.3879
7,4,7552,-62.1629,34.8134
5,4,7552,-75.5911,21.3852
3,8,7577,-46.9185,50.0578
1,8,7577,-57.7011,39.2752
2,8,7577,-65.3816,31.5947
7,4,7582,-62.2899,34.6864
5,4,7582,-75.5997,21.3766
7,5,7644,-75.3037,21.6726
4,5,7644,-75.6179,21.3583
7,5,7667,-75.289,21.6873
4,5,7667,-75.6244,21.3519
1,2,7675,-55.8616,41.1147
3,2,7675,-62.331,34.6452
8,2,7675,-65.8021,31.1741
7,4,7682,-62.7197,34.2566
5,4,7682,-75.6311,21.3452
4,7,7703,-62.8071,34.1692
5,7,7703,-75.259,21.7173
7,5,7744,-75.228,21.7483
4,5,7744,-75.6525,21.3238
7,4,7752,-63.027,33.9493
5,4,7752,-75.6563,21.32
7,4,7782,-63.16,33.8163
5,4,7782,-75.6678,21.3085
3,1,7831,-50.2143,46.762
2,1,7831,-57.234,39.7423
8,1,7831,-57.7039,39.2724
8,3,7840,-46.9249,50.0514
1,3,7840,-50.2143,46.762
2,3,7840,-63.2425,33.7338
7,5,7844,-75.1468,21.8295
4,5,7844,-75.6925,21.2837
7,5,7867,-75.1298,21.8464
4,5,7867,-75.7013,21.275
1,2,7875,-57.5634,39.4129
3,2,7875,-63.4005,33.5758
8,2,7875,-66.6316,30.3446
7,4,7882,-63.6098,33.3665
5,4,7882,-75.7102,21.2661
4,7,7903,-63.7007,33.2756
5,7,7903,-75.0952,21.8811
3,8,7942,-46.9269,50.0494
1,8,7942,-57.705,39.2713
2,8,7942,-66.9181,30.0582
7,5,7944,-75.0597,21.9166
4,5,7944,-75.7384,21.2379
7,4,7952,-63.9289,33.0474
5,4,7952,-75.7433,21.233
7,4,7982,-64.0665,32.9098
5,4,7982,-75.7584,21.2179
7,5,8044,-74.9667,22.0096
4,5,8044,-75.7902,21.1861
1,2,8060,-59.0578,37.9185
3,2,8060,-64.3799,32.5964
8,2,8060,-67.4041,29.5722
7,5,8067,-74.9474,22.0289
4,5,8067,-75.8013,21.175
1,2,8075,-59.1336,37.8427
3,2,8075,-64.4305,32.5458
8,2,8075,-67.4443,29.532
7,4,8082,-64.5282,32.4481
5,4,8082,-75.8127,21.1636
4,7,8103,-64.6211,32.3552
5,7,8103,-74.9082,22.0681
4,7,8141,-64.8075,32.1688
5,7,8141,-74.868,22.1083
7,5,8144,-74.868,22.1083
4,5,8144,-75.8484,21.1278
7,4,8152,-64.8542,32.1221
5,4,8152,-75.8546,21.1216
7,4,8182,-64.9946,31.9816
5,4,8182,-75.8737,21.1026
4,7,8241,-65.2763,31.7
5,7,8241,-74.7634,22.2129
7,5,8244,-74.7634,22.2129
4,5,8244,-75.9136,21.0627
7,5,8267,-74.7418,22.2345
4,5,8267,-75.9274,21.0488
1,2,8275,-60.5924,36.3839
3,2,8275,-65.4236,31.5527
8,2,8275,-68.24,28.7363
7,4,8282,-65.4647,31.5115
5,4,8282,-75.9416,21.0347
4,7,8303,-65.5591,31.4172
5,7,8303,-74.6978,22.2785
8,3,8311,-46.9329,50.0434
1,3,8311,-50.2148,46.7614
2,3,8311,-65.6181,31.3582
4,7,8341,-65.7481,31.2282
5,7,8341,-74.6529,22.3234
7,5,8344,-74.6529,22.3234
4,5,8344,-75.9859,20.9904
7,4,8352,-65.7954,31.1809
5,4,8352,-75.9935,20.9828
7,4,8382,-65.9375,31.0388
5,4,8382,-76.0169,20.9594
3,1,8439,-50.2149,46.7614
8,1,8439,-57.7085,39.2678
2,1,8439,-61.6909,35.2854
4,7,8441,-66.2219,30.7544
5,7,8441,-74.5365,22.4397
7,5,8444,-74.5365,22.4397
4,5,8444,-76.0656,20.9107
7,5,8467,-74.5126,22.4637
4,5,8467,-76.0825,20.8938
1,2,8475,-61.9569,35.0194
3,2,8475,-66.3833,30.593
8,2,8475,-69.0197,27.9566
7,4,8482,-66.4116,30.5647
5,4,8482,-76.0996,20.8767
4,7,8503,-66.5066,30.4697
5,7,8503,-74.4637,22.5126
4,7,8541,-66.0517,30.9246
5,7,8541,-74.0451,22.9312
11,7,8541,-77.3433,19.633
11,5,8544,-62.4186,34.5577
7,5,8544,-74.0451,22.9312
4,5,8544,-76.153,20.8233
7,4,8552,-66.1017,30.8746
5,4,8552,-76.1621,20.8142
11,4,8552,-77.5408,19.4355
3,8,8577,-46.9361,50.0402
1,8,8577,-57.709,39.2673
2,8,8577,-69.4038,27.5725
7,4,8582,-66.2512,30.725
5,4,8582,-76.1901,20.7862
11,4,8582,-77.5526,19.4237
4,7,8641,-66.5498,30.4264
5,7,8641,-73.9169,23.0594
11,7,8641,-77.3191,19.6572
11,5,8644,-62.816,34.1603
7,5,8644,-73.9169,23.0594
4,5,8644,-76.2481,20.7282
11,5,8667,-62.8967,34.0795
7,5,8667,-73.8905,23.0857
4,5,8667,-76.268,20.7083
1,2,8675,-63.2409,33.7354
3,2,8675,-67.3122,29.6641
8,2,8675,-69.7843,27.192
7,4,8682,-66.7486,30.2277
5,4,8682,-76.2883,20.688
11,4,8682,-77.593,19.3833
4,7,8703,-66.8478,30.1285
5,7,8703,-73.837,23.1392
11,7,8703,-77.3044,19.6719
4,7,8741,-67.0463,29.93
5,7,8741,-73.7825,23.1938
11,7,8741,-77.2945,19.6818
11,5,8744,-63.2237,33.7526
7,5,8744,-73.7825,23.1938
4,5,8744,-76.3511,20.6252
7,4,8752,-67.0958,29.8804
5,4,8752,-76.3619,20.6144
11,4,8752,-77.622,19.3543
7,4,8782,-67.2444,29.7318
5,4,8782,-76.3947,20.5816
11,4,8782,-77.6346,19.3417
3,1,8831,-50.2148,46.7615
8,1,8831,-57.7106,39.2657
13,1,8831,-62.6305,34.3458
2,1,8831,-64.2174,32.7589
8,3,8840,-46.9395,50.0368
1,3,8840,-50.2147,46.7616
13,3,8840,-56.3043,40.672
2,3,8840,-68.0796,28.8967
4,7,8841,-67.5415,29.4348
5,7,8841,-73.6416,23.3347
11,7,8841,-77.2695,19.7068
8,13,8843,-47.5989,49.3774
3,13,8843,-56.3043,40.672
1,13,8843,-62.643,34.3333
2,13,8843,-72.5048,24.4715
11,5,8844,-63.6402,33.3361
7,5,8844,-73.6416,23.3347
4,5,8844,-76.4625,20.5137
11,5,8867,-63.7238,33.2524
7,5,8867,-73.6127,23.3635
4,5,8867,-76.4859,20.4904
1,2,8875,-64.455,32.5213
3,2,8875,-68.2128,28.7634
8,2,8875,-70.5346,26.4417
13,2,8875,-72.6169,24.3594
7,4,8882,-67.7393,29.237
5,4,8882,-76.5095,20.4668
11,4,8882,-77.6776,19.2987
4,7,8903,-67.8381,29.1382
5,7,8903,-73.5545,23.4218
11,7,8903,-77.2544,19.7219
4,7,8941,-68.0355,28.9408
5,7,8941,-73.4954,23.4809
11,7,8941,-77.2442,19.7321
3,8,8942,-46.9407,50.0356
13,8,8942,-47.9616,49.0147
1,8,8942,-57.7111,39.2652
2,8,8942,-70.7936,26.1827
11,5,8944,-64.0571,32.9191
7,5,8944,-73.4954,23.4809
4,5,8944,-76.5823,20.394
7,4,8952,-68.0847,28.8916
5,4,8952,-76.5947,20.3815
11,4,8952,-77.7085,19.2678
7,4,8982,-68.2324,28.7439
5,4,8982,-76.6325,20.3438
11,4,8982,-77.7219,19.2544
2,4,8982,-81.9843,14.992
4,7,9041,-68.5268,28.4495
5,7,9041,-73.3443,23.632
11,7,9041,-77.2188,19.7575
8,13,9043,-48.2675,48.7088
3,13,9043,-56.6524,40.3239
1,13,9043,-62.8581,34.1182
2,13,9043,-73.2321,23.7442
11,5,9044,-64.4713,32.505
7,5,9044,-73.3443,23.632
4,5,9044,-76.7099,20.2663
1,2,9060,-65.5492,31.4271
3,2,9060,-69.0425,27.9338
8,2,9060,-71.2331,25.7431
13,2,9060,-73.3024,23.6739
4,2,9060,-81.729,15.2473
11,5,9067,-64.5537,32.4226
7,5,9067,-73.3134,23.6629
4,5,9067,-76.7364,20.2399
1,2,9075,-65.6054,31.3709
3,2,9075,-69.0855,27.8908
8,2,9075,-71.2695,25.7067
13,2,9075,-73.3374,23.6389
4,2,9075,-81.6965,15.2798
7,4,9082,-68.7225,28.2538
5,4,9082,-76.7631,20.2132
11,4,9082,-77.7674,19.2089
2,4,9082,-81.6638,15.3125
4,7,9103,-68.8202,28.1561
5,7,9103,-73.2511,23.7252
11,7,9103,-77.2035,19.7728
4,7,9141,-69.0153,27.961
5,7,9141,-73.188,23.7883
11,7,9141,-77.1933,19.783
11,5,9144,-64.882,32.0942
7,5,9144,-73.188,23.7883
4,5,9144,-76.8452,20.1311
5,11,9145,-64.882,32.0942
7,11,9145,-77.1933,19.783
4,11,9145,-77.7953,19.181
7,4,9152,-69.064,27.9123
5,4,9152,-76.8592,20.1171
11,4,9152,-77.8,19.1763
2,4,9152,-81.4312,15.5451
7,4,9182,-69.2099,27.7664
5,4,9182,-76.9015,20.0748
11,4,9182,-77.8142,19.1621
2,4,9182,-81.3293,15.6469
4,7,9241,-69.5008,27.4755
5,7,9241,-73.0265,23.9497
11,7,9241,-77.1682,19.8081
8,13,9243,-48.7277,48.2486
3,13,9243,-56.8972,40.0791
1,13,9243,-63.0104,33.9659
2,13,9243,-73.9142,23.062
11,5,9244,-65.2894,31.6869
7,5,9244,-73.0265,23.9497
4,5,9244,-76.9881,19.9882
10,5,9267,-58.5653,38.4109
11,5,9267,-65.3705,31.6058
7,5,9267,-72.9936,23.9827
4,5,9267,-77.0176,19.9587
1,2,9275,-66.693,30.2833
3,2,9275,-69.927,27.0493
8,2,9275,-71.9852,24.9911
13,2,9275,-74.0119,22.9644
4,2,9275,-81.0175,15.9588
7,4,9282,-69.6939,27.2824
10,4,9282,-76.9812,19.995
5,4,9282,-77.0473,19.929
11,4,9282,-77.8623,19.114
2,4,9282,-80.9822,15.9941
4,7,9303,-69.7903,27.186
5,7,9303,-72.927,24.0492
10,7,9303,-75.1573,21.8189
11,7,9303,-77.1533,19.823
8,3,9311,-46.9444,50.0319
1,3,9311,-50.2137,46.7626
13,3,9311,-56.9601,40.0162
2,3,9311,-70.0895,26.8868
4,7,9341,-69.9823,26.994
5,7,9341,-72.8597,24.1166
10,7,9341,-75.1369,21.8394
11,7,9341,-77.1435,19.8328
10,5,9344,-59.0055,37.9708
11,5,9344,-65.6934,31.2829
7,5,9344,-72.8597,24.1166
4,5,9344,-77.1382,19.8381
10,11,9345,-54.0226,42.9537
5,11,9345,-65.6934,31.2829
7,11,9345,-77.1435,19.8328
4,11,9345,-77.8916,19.0846
7,4,9352,-70.0302,26.9461
10,4,9352,-77.0457,19.9306
5,4,9352,-77.1536,19.8227
11,4,9352,-77.8966,19.0797
2,4,9352,-80.7318,16.2445
7,4,9382,-70.1738,26.8025
10,4,9382,-77.0738,19.9025
5,4,9382,-77.2002,19.7761
11,4,9382,-77.9115,19.0648
2,4,9382,-80.6225,16.3538
11,10,9432,-54.2065,42.7698
5,10,9432,-59.4694,37.5069
7,10,9432,-75.088,21.8883
4,10,9432,-77.1213,19.855
3,1,9439,-50.2135,46.7628
8,1,9439,-57.7124,39.2639
13,1,9439,-63.1009,33.8754
2,1,9439,-67.5048,29.4715
4,7,9441,-70.4596,26.5167
5,7,9441,-72.6875,24.2887
10,7,9441,-75.0823,21.894
11,7,9441,-77.1197,19.8566
8,13,9443,-49.0063,47.97
3,13,9443,-57.0473,39.929
1,13,9443,-63.1043,33.872
2,13,9443,-74.5421,22.4342
10,5,9444,-59.519,37.4572
11,5,9444,-66.0941,30.8822
7,5,9444,-72.6875,24.2887
4,5,9444,-77.2952,19.681
1,2,9475,-67.7001,29.2761
3,2,9475,-70.7199,26.2564
8,2,9475,-72.6656,24.3107
13,2,9475,-74.6318,22.3445
4,2,9475,-80.2872,16.6891
7,4,9482,-70.6494,26.3268
10,4,9482,-77.1698,19.8065
5,4,9482,-77.36,19.6163
11,4,9482,-77.9619,19.0144
2,4,9482,-80.2492,16.7271
4,7,9503,-70.7441,26.2321
5,7,9503,-72.5815,24.3948
10,7,9503,-75.047,21.9293
11,7,9503,-77.1059,19.8704
4,7,9541,-70.933,26.0433
5,7,9541,-72.5097,24.4666
10,7,9541,-75.0224,21.9539
11,7,9541,-77.0969,19.8794
10,5,9544,-59.9955,36.9808
11,5,9544,-66.4907,30.4856
7,5,9544,-72.5097,24.4666
4,5,9544,-77.4592,19.5171
10,11,9545,-54.4778,42.4985
5,11,9545,-66.4907,30.4856
7,11,9545,-77.0969,19.8794
4,11,9545,-77.9928,18.9835
7,4,9552,-70.9801,25.9962
10,4,9552,-77.2392,19.7371
5,4,9552,-77.4759,19.5004
11,4,9552,-77.998,18.9783
2,4,9552,-79.9793,16.997
3,8,9577,-46.9453,50.031
13,8,9577,-49.0971,47.8792
1,8,9577,-57.7125,39.2637
2,8,9577,-72.9929,23.9834
7,4,9582,-71.1212,25.8551
10,4,9582,-77.2695,19.7068
5,4,9582,-77.5266,19.4497
11,4,9582,-78.0137,18.9626
2,4,9582,-79.8614,17.1149
11,10,9632,-54.7352,42.2411
5,10,9632,-60.3959,36.5803
7,10,9632,-74.9642,22.0121
4,10,9632,-77.3209,19.6554
4,7,9641,-71.4023,25.574
5,7,9641,-72.3258,24.6505
10,7,9641,-74.9574,22.0189
11,7,9641,-77.0753,19.901
8,13,9643,-49.1196,47.8567
3,13,9643,-57.1088,39.8675
1,13,9643,-63.143,33.8333
2,13,9643,-75.1193,21.8569
10,5,9644,-60.4388,36.5374
11,5,9644,-66.8832,30.093
7,5,9644,-72.3258,24.6505
4,5,9644,-77.6296,19.3466
10,5,9667,-60.5238,36.4525
11,5,9667,-66.9613,30.015
7,5,9667,-72.2883,24.688
4,5,9667,-77.6645,19.3118
1,2,9675,-68.6351,28.3412
3,2,9675,-71.4675,25.5088
8,2,9675,-73.3123,23.664
13,2,9675,-75.2021,21.7742
4,2,9675,-79.4991,17.4771
7,4,9682,-71.5888,25.3875
10,4,9682,-77.3732,19.6031
5,4,9682,-77.6996,19.2767
11,4,9682,-78.0668,18.9095
2,4,9682,-79.4581,17.5182
4,7,9703,-71.6819,25.2944
5,7,9703,-72.2124,24.7638
10,7,9703,-74.9159,22.0603
11,7,9703,-77.063,19.9133
8,13,9725,-49.1232,47.8531
3,13,9725,-57.1109,39.8654
1,13,9725,-63.1444,33.8319
2,13,9725,-75.3377,21.6385
4,7,9741,-71.8675,25.1088
5,7,9741,-72.1356,24.8407
10,7,9741,-74.8873,22.089
11,7,9741,-77.0552,19.9211
10,5,9744,-60.8521,36.1242
11,5,9744,-67.2716,29.7047
7,5,9744,-72.1356,24.8407
4,5,9744,-77.8063,19.17
10,11,9745,-55.0902,41.8861
5,11,9745,-67.2716,29.7047
7,11,9745,-77.0552,19.9211
4,11,9745,-78.0994,18.8769
7,4,9752,-71.9137,25.0625
10,4,9752,-77.4482,19.5281
5,4,9752,-77.8243,19.152
11,4,9752,-78.1048,18.8715
2,4,9752,-79.1659,17.8103
3,1,9831,-50.2136,46.7627
8,1,9831,-57.7131,39.2632
13,1,9831,-63.134,33.8423
2,1,9831,-69.3378,27.6385
11,10,9832,-55.4119,41.5644
5,10,9832,-61.0903,35.8859
7,10,9832,-74.8197,22.1566
4,10,9832,-77.5363,19.44
8,3,9840,-46.9465,50.0298
1,3,9840,-50.2136,46.7627
13,3,9840,-57.0919,39.8844
2,3,9840,-72.0708,24.9054
8,13,9843,-49.0876,47.8886
3,13,9843,-57.0919,39.8844
1,13,9843,-63.1324,33.8439
2,13,9843,-75.6532,21.3231
10,5,9844,-61.114,35.8623
11,5,9844,-67.5908,29.3855
7,5,9844,-71.8445,25.1318
4,5,9844,-77.9015,19.0748
10,5,9867,-61.1609,35.8154
11,5,9867,-67.6526,29.3237
7,5,9867,-71.7819,25.1943
4,5,9867,-77.9185,19.0578
1,2,9875,-69.5077,27.4686
3,2,9875,-72.1745,24.8018
8,2,9875,-73.9284,23.0479
13,2,9875,-75.7299,21.2464
4,2,9875,-78.6455,18.3308
14,7,9903,-59.1401,37.8362
5,7,9903,-71.6555,25.3208
4,7,9903,-72.6018,24.3745
10,7,9903,-74.7642,22.212
11,7,9903,-77.0268,19.9495
14,7,9941,-59.3176,37.6587
5,7,9941,-71.5273,25.449
4,7,9941,-72.7832,24.1931
10,7,9941,-74.7315,22.2448
11,7,9941,-77.0206,19.9557
3,8,9942,-46.9467,50.0296
13,8,9942,-49.0194,47.9569
1,8,9942,-57.7132,39.2631
2,8,9942,-74.1373,22.8389
10,5,9944,-61.3447,35.6316
11,5,9944,-67.8999,29.0764
7,5,9944,-71.5273,25.449
14,5,9944,-73.8144,23.1619
4,5,9944,-77.989,18.9872
10,11,9945,-55.8408,41.1355
5,11,9945,-67.8999,29.0764
7,11,9945,-77.0206,19.9557
14,11,9945,-77.1229,19.8534
4,11,9945,-78.2105,18.7658
14,4,9952,-67.19,29.7862
7,4,9952,-72.8285,24.1478
10,4,9952,-77.6734,19.3029
5,4,9952,-77.9982,18.9781
11,4,9952,-78.2161,18.7601
2,4,9952,-78.2839,18.6924
10,5,9967,-61.3896,35.5867
11,5,9967,-67.9617,29.0145
7,5,9967,-71.4624,25.5138
14,5,9967,-73.7863,23.19
4,5,9967,-78.0074,18.9689
14,4,9982,-67.3286,29.6477
7,4,9982,-72.9638,24.0125
10,4,9982,-77.7086,19.2676
5,4,9982,-78.0259,18.9503
2,4,9982,-78.1451,18.8312
11,4,9982,-78.2332,18.7431
11,10,10032,-56.2165,40.7598
5,10,10032,-61.5442,35.4321
7,10,10032,-74.6549,22.3214
14,10,10032,-75.394,21.5823
4,10,10032,-77.7682,19.2081
14,7,10041,-59.7765,37.1998
5,7,10041,-71.1983,25.778
4,7,10041,-73.2332,23.7431
10,7,10041,-74.6461,22.3301
11,7,10041,-77.0068,19.9695
8,13,10043,-48.9142,48.0621
3,13,10043,-56.9988,39.9775
1,13,10043,-63.0739,33.9024
2,13,10043,-76.1485,20.8278
10,5,10044,-61.5658,35.4105
11,5,10044,-68.2086,28.7677
7,5,10044,-71.1983,25.778
14,5,10044,-73.6748,23.3015
4,5,10044,-78.0833,18.893
1,2,10060,-70.2858,26.6904
3,2,10060,-72.8123,24.1639
8,2,10060,-74.4879,22.4884
13,2,10060,-76.1963,20.78
4,2,10060,-77.766,19.2103
10,5,10067,-61.609,35.3673
11,5,10067,-68.2702,28.7061
7,5,10067,-71.1311,25.8452
14,5,10067,-73.6472,23.3291
4,5,10067,-78.1029,18.8734
10,11,10068,-56.3459,40.6304
5,11,10068,-68.2702,28.7061
7,11,10068,-77.0043,19.9719
14,11,10068,-77.1257,19.8506
4,11,10068,-78.2792,18.6971
1,2,10075,-70.3255,26.6508
3,2,10075,-72.8451,24.1312
8,2,10075,-74.5167,22.4596
13,2,10075,-76.2201,20.7562
4,2,10075,-77.7176,19.2586
14,4,10082,-67.7781,29.1982
7,4,10082,-73.4117,23.5646
2,4,10082,-77.6691,19.3072
10,4,10082,-77.8289,19.1474
5,4,10082,-78.1228,18.8535
11,4,10082,-78.2908,18.6855
14,7,10103,-60.0608,36.9155
5,7,10103,-70.9951,25.9812
4,7,10103,-73.5006,23.4757
10,7,10103,-74.5926,22.3837
